sample	time	resource	inoculum	replicate.id
S_06495	Day_068	Medium-B	Soil	7
S_06496	Day_068	Medium-B	Soil	8
S_06505	Day_068	Medium-C	Water	1
S_06506	Day_068	Medium-C	Water	2
S_06507	Day_068	Medium-C	Water	3
S_06508	Day_068	Medium-C	Water	4
S_06509	Day_068	Medium-C	Soil	1
S_06510	Day_068	Medium-C	Soil	2
S_06511	Day_068	Medium-C	Soil	3
S_06512	Day_068	Medium-C	Soil	4
S_06521	Day_068	Medium-C	Water	5
S_06522	Day_068	Medium-C	Water	6
S_06523	Day_068	Medium-C	Water	7
S_06524	Day_068	Medium-C	Water	8
S_06525	Day_068	Medium-C	Soil	5
S_06526	Day_068	Medium-C	Soil	6
S_06527	Day_068	Medium-C	Soil	7
S_06528	Day_068	Medium-C	Soil	8
S_06537	Day_069	Medium-A	Water	1
S_06538	Day_069	Medium-A	Water	2
S_06539	Day_069	Medium-A	Water	3
S_06540	Day_069	Medium-A	Water	4
S_06541	Day_069	Medium-A	Soil	1
S_06542	Day_069	Medium-A	Soil	2
S_06543	Day_069	Medium-A	Soil	3
S_06544	Day_069	Medium-A	Soil	4
S_06553	Day_069	Medium-A	Water	5
S_06554	Day_069	Medium-A	Water	6
S_06555	Day_069	Medium-A	Water	7
S_06556	Day_069	Medium-A	Water	8
S_06557	Day_069	Medium-A	Soil	5
S_06558	Day_069	Medium-A	Soil	6
S_06559	Day_069	Medium-A	Soil	7
S_06560	Day_069	Medium-A	Soil	8
S_06569	Day_069	Medium-B	Water	1
S_06570	Day_069	Medium-B	Water	2
S_06571	Day_069	Medium-B	Water	3
S_06572	Day_069	Medium-B	Water	4
S_06573	Day_069	Medium-B	Soil	1
S_06574	Day_069	Medium-B	Soil	2
S_06575	Day_069	Medium-B	Soil	3
S_06576	Day_069	Medium-B	Soil	4
S_06585	Day_069	Medium-B	Water	5
S_06586	Day_069	Medium-B	Water	6
S_06587	Day_069	Medium-B	Water	7
S_06588	Day_069	Medium-B	Water	8
S_06589	Day_069	Medium-B	Soil	5
S_06590	Day_069	Medium-B	Soil	6
S_06591	Day_069	Medium-B	Soil	7
S_06592	Day_069	Medium-B	Soil	8
S_06601	Day_069	Medium-C	Water	1
S_06602	Day_069	Medium-C	Water	2
S_06603	Day_069	Medium-C	Water	3
S_06604	Day_069	Medium-C	Water	4
S_06605	Day_069	Medium-C	Soil	1
S_06606	Day_069	Medium-C	Soil	2
S_06607	Day_069	Medium-C	Soil	3
S_06608	Day_069	Medium-C	Soil	4
S_06617	Day_069	Medium-C	Water	5
S_06618	Day_069	Medium-C	Water	6
S_06619	Day_069	Medium-C	Water	7
S_06620	Day_069	Medium-C	Water	8
S_06621	Day_069	Medium-C	Soil	5
S_06622	Day_069	Medium-C	Soil	6
S_06623	Day_069	Medium-C	Soil	7
S_06624	Day_069	Medium-C	Soil	8
S_06633	Day_070	Medium-A	Water	1
S_06634	Day_070	Medium-A	Water	2
S_06635	Day_070	Medium-A	Water	3
S_06636	Day_070	Medium-A	Water	4
S_06637	Day_070	Medium-A	Soil	1
S_06638	Day_070	Medium-A	Soil	2
S_06639	Day_070	Medium-A	Soil	3
S_06640	Day_070	Medium-A	Soil	4
S_06649	Day_070	Medium-A	Water	5
S_06650	Day_070	Medium-A	Water	6
S_06651	Day_070	Medium-A	Water	7
S_06652	Day_070	Medium-A	Water	8
S_06653	Day_070	Medium-A	Soil	5
S_06654	Day_070	Medium-A	Soil	6
S_06655	Day_070	Medium-A	Soil	7
S_06656	Day_070	Medium-A	Soil	8
S_06665	Day_070	Medium-B	Water	1
S_06666	Day_070	Medium-B	Water	2
S_06667	Day_070	Medium-B	Water	3
S_06668	Day_070	Medium-B	Water	4
S_06669	Day_070	Medium-B	Soil	1
S_06670	Day_070	Medium-B	Soil	2
S_06671	Day_070	Medium-B	Soil	3
S_06672	Day_070	Medium-B	Soil	4
S_06681	Day_070	Medium-B	Water	5
S_06682	Day_070	Medium-B	Water	6
S_06683	Day_070	Medium-B	Water	7
S_06684	Day_070	Medium-B	Water	8
S_06685	Day_070	Medium-B	Soil	5
S_06686	Day_070	Medium-B	Soil	6
S_06687	Day_070	Medium-B	Soil	7
S_06688	Day_070	Medium-B	Soil	8
S_06697	Day_070	Medium-C	Water	1
S_06698	Day_070	Medium-C	Water	2
S_06699	Day_070	Medium-C	Water	3
S_06700	Day_070	Medium-C	Water	4
S_06701	Day_070	Medium-C	Soil	1
S_06702	Day_070	Medium-C	Soil	2
S_06703	Day_070	Medium-C	Soil	3
S_06704	Day_070	Medium-C	Soil	4
S_06713	Day_070	Medium-C	Water	5
S_06714	Day_070	Medium-C	Water	6
S_06715	Day_070	Medium-C	Water	7
S_06716	Day_070	Medium-C	Water	8
S_06717	Day_070	Medium-C	Soil	5
S_06718	Day_070	Medium-C	Soil	6
S_06719	Day_070	Medium-C	Soil	7
S_06720	Day_070	Medium-C	Soil	8
S_06729	Day_071	Medium-A	Water	1
S_06730	Day_071	Medium-A	Water	2
S_06731	Day_071	Medium-A	Water	3
S_06732	Day_071	Medium-A	Water	4
S_06733	Day_071	Medium-A	Soil	1
S_06734	Day_071	Medium-A	Soil	2
S_06735	Day_071	Medium-A	Soil	3
S_06736	Day_071	Medium-A	Soil	4
S_06745	Day_071	Medium-A	Water	5
S_06746	Day_071	Medium-A	Water	6
S_06747	Day_071	Medium-A	Water	7
S_06748	Day_071	Medium-A	Water	8
S_06749	Day_071	Medium-A	Soil	5
S_06750	Day_071	Medium-A	Soil	6
S_06751	Day_071	Medium-A	Soil	7
S_06752	Day_071	Medium-A	Soil	8
S_06761	Day_071	Medium-B	Water	1
S_06762	Day_071	Medium-B	Water	2
S_06763	Day_071	Medium-B	Water	3
S_06764	Day_071	Medium-B	Water	4
S_06765	Day_071	Medium-B	Soil	1
S_06766	Day_071	Medium-B	Soil	2
S_06767	Day_071	Medium-B	Soil	3
S_06768	Day_071	Medium-B	Soil	4
S_06777	Day_071	Medium-B	Water	5
S_06778	Day_071	Medium-B	Water	6
S_06779	Day_071	Medium-B	Water	7
S_06780	Day_071	Medium-B	Water	8
S_06781	Day_071	Medium-B	Soil	5
S_06782	Day_071	Medium-B	Soil	6
S_06783	Day_071	Medium-B	Soil	7
S_06784	Day_071	Medium-B	Soil	8
S_06793	Day_071	Medium-C	Water	1
S_06794	Day_071	Medium-C	Water	2
S_06795	Day_071	Medium-C	Water	3
S_06796	Day_071	Medium-C	Water	4
S_06797	Day_071	Medium-C	Soil	1
S_06798	Day_071	Medium-C	Soil	2
S_06799	Day_071	Medium-C	Soil	3
S_06800	Day_071	Medium-C	Soil	4
S_06809	Day_071	Medium-C	Water	5
S_06810	Day_071	Medium-C	Water	6
S_06811	Day_071	Medium-C	Water	7
S_06812	Day_071	Medium-C	Water	8
S_06813	Day_071	Medium-C	Soil	5
S_06814	Day_071	Medium-C	Soil	6
S_06815	Day_071	Medium-C	Soil	7
S_06816	Day_071	Medium-C	Soil	8
S_06825	Day_072	Medium-A	Water	1
S_06826	Day_072	Medium-A	Water	2
S_06827	Day_072	Medium-A	Water	3
S_06828	Day_072	Medium-A	Water	4
S_06829	Day_072	Medium-A	Soil	1
S_06830	Day_072	Medium-A	Soil	2
S_06831	Day_072	Medium-A	Soil	3
S_06832	Day_072	Medium-A	Soil	4
S_06841	Day_072	Medium-A	Water	5
S_06842	Day_072	Medium-A	Water	6
S_06843	Day_072	Medium-A	Water	7
S_06844	Day_072	Medium-A	Water	8
S_06845	Day_072	Medium-A	Soil	5
S_06846	Day_072	Medium-A	Soil	6
S_06847	Day_072	Medium-A	Soil	7
S_06848	Day_072	Medium-A	Soil	8
S_06857	Day_072	Medium-B	Water	1
S_06858	Day_072	Medium-B	Water	2
S_06859	Day_072	Medium-B	Water	3
S_06860	Day_072	Medium-B	Water	4
S_06861	Day_072	Medium-B	Soil	1
S_06862	Day_072	Medium-B	Soil	2
S_06863	Day_072	Medium-B	Soil	3
S_06864	Day_072	Medium-B	Soil	4
S_06873	Day_072	Medium-B	Water	5
S_06874	Day_072	Medium-B	Water	6
S_06875	Day_072	Medium-B	Water	7
S_06876	Day_072	Medium-B	Water	8
S_06877	Day_072	Medium-B	Soil	5
S_06878	Day_072	Medium-B	Soil	6
S_06879	Day_072	Medium-B	Soil	7
S_06880	Day_072	Medium-B	Soil	8
S_06889	Day_072	Medium-C	Water	1
S_06890	Day_072	Medium-C	Water	2
S_06891	Day_072	Medium-C	Water	3
S_06892	Day_072	Medium-C	Water	4
S_06893	Day_072	Medium-C	Soil	1
S_06894	Day_072	Medium-C	Soil	2
S_06895	Day_072	Medium-C	Soil	3
S_06896	Day_072	Medium-C	Soil	4
S_06905	Day_072	Medium-C	Water	5
S_06906	Day_072	Medium-C	Water	6
S_06907	Day_072	Medium-C	Water	7
S_06908	Day_072	Medium-C	Water	8
S_06909	Day_072	Medium-C	Soil	5
S_06910	Day_072	Medium-C	Soil	6
S_06911	Day_072	Medium-C	Soil	7
S_06912	Day_072	Medium-C	Soil	8
S_06921	Day_073	Medium-A	Water	1
S_06922	Day_073	Medium-A	Water	2
S_06923	Day_073	Medium-A	Water	3
S_06924	Day_073	Medium-A	Water	4
S_06925	Day_073	Medium-A	Soil	1
S_06926	Day_073	Medium-A	Soil	2
S_06927	Day_073	Medium-A	Soil	3
S_06928	Day_073	Medium-A	Soil	4
S_06937	Day_073	Medium-A	Water	5
S_06938	Day_073	Medium-A	Water	6
S_06939	Day_073	Medium-A	Water	7
S_06940	Day_073	Medium-A	Water	8
S_06941	Day_073	Medium-A	Soil	5
S_06942	Day_073	Medium-A	Soil	6
S_06943	Day_073	Medium-A	Soil	7
S_06944	Day_073	Medium-A	Soil	8
S_06953	Day_073	Medium-B	Water	1
S_06954	Day_073	Medium-B	Water	2
S_06955	Day_073	Medium-B	Water	3
S_06956	Day_073	Medium-B	Water	4
S_06957	Day_073	Medium-B	Soil	1
S_06958	Day_073	Medium-B	Soil	2
S_06959	Day_073	Medium-B	Soil	3
S_06960	Day_073	Medium-B	Soil	4
S_06969	Day_073	Medium-B	Water	5
S_06970	Day_073	Medium-B	Water	6
S_06971	Day_073	Medium-B	Water	7
S_06972	Day_073	Medium-B	Water	8
S_06973	Day_073	Medium-B	Soil	5
S_06974	Day_073	Medium-B	Soil	6
S_06975	Day_073	Medium-B	Soil	7
S_06976	Day_073	Medium-B	Soil	8
S_06985	Day_073	Medium-C	Water	1
S_06986	Day_073	Medium-C	Water	2
S_06987	Day_073	Medium-C	Water	3
S_06988	Day_073	Medium-C	Water	4
S_06989	Day_073	Medium-C	Soil	1
S_06990	Day_073	Medium-C	Soil	2
S_06991	Day_073	Medium-C	Soil	3
S_06992	Day_073	Medium-C	Soil	4
S_07001	Day_073	Medium-C	Water	5
S_07002	Day_073	Medium-C	Water	6
S_07003	Day_073	Medium-C	Water	7
S_07004	Day_073	Medium-C	Water	8
S_07005	Day_073	Medium-C	Soil	5
S_07006	Day_073	Medium-C	Soil	6
S_07007	Day_073	Medium-C	Soil	7
S_07008	Day_073	Medium-C	Soil	8
S_07017	Day_074	Medium-A	Water	1
S_07018	Day_074	Medium-A	Water	2
S_07019	Day_074	Medium-A	Water	3
S_07020	Day_074	Medium-A	Water	4
S_07021	Day_074	Medium-A	Soil	1
S_07022	Day_074	Medium-A	Soil	2
S_07023	Day_074	Medium-A	Soil	3
S_07024	Day_074	Medium-A	Soil	4
S_07033	Day_074	Medium-A	Water	5
S_07034	Day_074	Medium-A	Water	6
S_07035	Day_074	Medium-A	Water	7
S_07036	Day_074	Medium-A	Water	8
S_07037	Day_074	Medium-A	Soil	5
S_07038	Day_074	Medium-A	Soil	6
S_07039	Day_074	Medium-A	Soil	7
S_07040	Day_074	Medium-A	Soil	8
S_07049	Day_074	Medium-B	Water	1
S_07050	Day_074	Medium-B	Water	2
S_07051	Day_074	Medium-B	Water	3
S_07052	Day_074	Medium-B	Water	4
S_07053	Day_074	Medium-B	Soil	1
S_07054	Day_074	Medium-B	Soil	2
S_07055	Day_074	Medium-B	Soil	3
S_07056	Day_074	Medium-B	Soil	4
S_07065	Day_074	Medium-B	Water	5
S_07066	Day_074	Medium-B	Water	6
S_07067	Day_074	Medium-B	Water	7
S_07068	Day_074	Medium-B	Water	8
S_07069	Day_074	Medium-B	Soil	5
S_07070	Day_074	Medium-B	Soil	6
S_07071	Day_074	Medium-B	Soil	7
S_07072	Day_074	Medium-B	Soil	8
S_07081	Day_074	Medium-C	Water	1
S_07082	Day_074	Medium-C	Water	2
S_07083	Day_074	Medium-C	Water	3
S_07084	Day_074	Medium-C	Water	4
S_07085	Day_074	Medium-C	Soil	1
S_07086	Day_074	Medium-C	Soil	2
S_07087	Day_074	Medium-C	Soil	3
S_07088	Day_074	Medium-C	Soil	4
S_07097	Day_074	Medium-C	Water	5
S_07098	Day_074	Medium-C	Water	6
S_07099	Day_074	Medium-C	Water	7
S_07100	Day_074	Medium-C	Water	8
S_07101	Day_074	Medium-C	Soil	5
S_07102	Day_074	Medium-C	Soil	6
S_07103	Day_074	Medium-C	Soil	7
S_07104	Day_074	Medium-C	Soil	8
S_07113	Day_075	Medium-A	Water	1
S_07114	Day_075	Medium-A	Water	2
S_07115	Day_075	Medium-A	Water	3
S_07116	Day_075	Medium-A	Water	4
S_07117	Day_075	Medium-A	Soil	1
S_07118	Day_075	Medium-A	Soil	2
S_07119	Day_075	Medium-A	Soil	3
S_07120	Day_075	Medium-A	Soil	4
S_07129	Day_075	Medium-A	Water	5
S_07130	Day_075	Medium-A	Water	6
S_07131	Day_075	Medium-A	Water	7
S_07132	Day_075	Medium-A	Water	8
S_07133	Day_075	Medium-A	Soil	5
S_07134	Day_075	Medium-A	Soil	6
S_07135	Day_075	Medium-A	Soil	7
S_07136	Day_075	Medium-A	Soil	8
S_07145	Day_075	Medium-B	Water	1
S_07146	Day_075	Medium-B	Water	2
S_07147	Day_075	Medium-B	Water	3
S_07148	Day_075	Medium-B	Water	4
S_07149	Day_075	Medium-B	Soil	1
S_07150	Day_075	Medium-B	Soil	2
S_07151	Day_075	Medium-B	Soil	3
S_07152	Day_075	Medium-B	Soil	4
S_07161	Day_075	Medium-B	Water	5
S_07162	Day_075	Medium-B	Water	6
S_07163	Day_075	Medium-B	Water	7
S_07164	Day_075	Medium-B	Water	8
S_07165	Day_075	Medium-B	Soil	5
S_07166	Day_075	Medium-B	Soil	6
S_07167	Day_075	Medium-B	Soil	7
S_07168	Day_075	Medium-B	Soil	8
S_07177	Day_075	Medium-C	Water	1
S_07178	Day_075	Medium-C	Water	2
S_07179	Day_075	Medium-C	Water	3
S_07180	Day_075	Medium-C	Water	4
S_07181	Day_075	Medium-C	Soil	1
S_07182	Day_075	Medium-C	Soil	2
S_07183	Day_075	Medium-C	Soil	3
S_07184	Day_075	Medium-C	Soil	4
S_07193	Day_075	Medium-C	Water	5
S_07194	Day_075	Medium-C	Water	6
S_07195	Day_075	Medium-C	Water	7
S_07196	Day_075	Medium-C	Water	8
S_07197	Day_075	Medium-C	Soil	5
S_07198	Day_075	Medium-C	Soil	6
S_07199	Day_075	Medium-C	Soil	7
S_07200	Day_075	Medium-C	Soil	8
S_07209	Day_076	Medium-A	Water	1
S_07210	Day_076	Medium-A	Water	2
S_07211	Day_076	Medium-A	Water	3
S_07212	Day_076	Medium-A	Water	4
S_07213	Day_076	Medium-A	Soil	1
S_07214	Day_076	Medium-A	Soil	2
S_07215	Day_076	Medium-A	Soil	3
S_07216	Day_076	Medium-A	Soil	4
S_07225	Day_076	Medium-A	Water	5
S_07226	Day_076	Medium-A	Water	6
S_07227	Day_076	Medium-A	Water	7
S_07228	Day_076	Medium-A	Water	8
S_07229	Day_076	Medium-A	Soil	5
S_07230	Day_076	Medium-A	Soil	6
S_07231	Day_076	Medium-A	Soil	7
S_07232	Day_076	Medium-A	Soil	8
S_07241	Day_076	Medium-B	Water	1
S_07242	Day_076	Medium-B	Water	2
S_07243	Day_076	Medium-B	Water	3
S_07244	Day_076	Medium-B	Water	4
S_07245	Day_076	Medium-B	Soil	1
S_07246	Day_076	Medium-B	Soil	2
S_07247	Day_076	Medium-B	Soil	3
S_07248	Day_076	Medium-B	Soil	4
S_07257	Day_076	Medium-B	Water	5
S_07258	Day_076	Medium-B	Water	6
S_07259	Day_076	Medium-B	Water	7
S_07260	Day_076	Medium-B	Water	8
S_07261	Day_076	Medium-B	Soil	5
S_07262	Day_076	Medium-B	Soil	6
S_07263	Day_076	Medium-B	Soil	7
S_07264	Day_076	Medium-B	Soil	8
S_07273	Day_076	Medium-C	Water	1
S_07274	Day_076	Medium-C	Water	2
S_07275	Day_076	Medium-C	Water	3
S_07276	Day_076	Medium-C	Water	4
S_07277	Day_076	Medium-C	Soil	1
S_07278	Day_076	Medium-C	Soil	2
S_07279	Day_076	Medium-C	Soil	3
S_07280	Day_076	Medium-C	Soil	4
S_07289	Day_076	Medium-C	Water	5
S_07290	Day_076	Medium-C	Water	6
S_07291	Day_076	Medium-C	Water	7
S_07292	Day_076	Medium-C	Water	8
S_07293	Day_076	Medium-C	Soil	5
S_07294	Day_076	Medium-C	Soil	6
S_07295	Day_076	Medium-C	Soil	7
S_07296	Day_076	Medium-C	Soil	8
S_07305	Day_077	Medium-A	Water	1
S_07306	Day_077	Medium-A	Water	2
S_07307	Day_077	Medium-A	Water	3
S_07308	Day_077	Medium-A	Water	4
S_07309	Day_077	Medium-A	Soil	1
S_07310	Day_077	Medium-A	Soil	2
S_07311	Day_077	Medium-A	Soil	3
S_07312	Day_077	Medium-A	Soil	4
S_07321	Day_077	Medium-A	Water	5
S_07322	Day_077	Medium-A	Water	6
S_07323	Day_077	Medium-A	Water	7
S_07324	Day_077	Medium-A	Water	8
S_07325	Day_077	Medium-A	Soil	5
S_07326	Day_077	Medium-A	Soil	6
S_07327	Day_077	Medium-A	Soil	7
S_07328	Day_077	Medium-A	Soil	8
S_07337	Day_077	Medium-B	Water	1
S_07338	Day_077	Medium-B	Water	2
S_07339	Day_077	Medium-B	Water	3
S_07340	Day_077	Medium-B	Water	4
S_07341	Day_077	Medium-B	Soil	1
S_07342	Day_077	Medium-B	Soil	2
S_07343	Day_077	Medium-B	Soil	3
S_07344	Day_077	Medium-B	Soil	4
S_07353	Day_077	Medium-B	Water	5
S_07354	Day_077	Medium-B	Water	6
S_07355	Day_077	Medium-B	Water	7
S_07356	Day_077	Medium-B	Water	8
S_07357	Day_077	Medium-B	Soil	5
S_07358	Day_077	Medium-B	Soil	6
S_07359	Day_077	Medium-B	Soil	7
S_07360	Day_077	Medium-B	Soil	8
S_07369	Day_077	Medium-C	Water	1
S_07370	Day_077	Medium-C	Water	2
S_07371	Day_077	Medium-C	Water	3
S_07372	Day_077	Medium-C	Water	4
S_07373	Day_077	Medium-C	Soil	1
S_07374	Day_077	Medium-C	Soil	2
S_07375	Day_077	Medium-C	Soil	3
S_07376	Day_077	Medium-C	Soil	4
S_07385	Day_077	Medium-C	Water	5
S_07386	Day_077	Medium-C	Water	6
S_07387	Day_077	Medium-C	Water	7
S_07388	Day_077	Medium-C	Water	8
S_07389	Day_077	Medium-C	Soil	5
S_07390	Day_077	Medium-C	Soil	6
S_07391	Day_077	Medium-C	Soil	7
S_07392	Day_077	Medium-C	Soil	8
S_07401	Day_078	Medium-A	Water	1
S_07402	Day_078	Medium-A	Water	2
S_07403	Day_078	Medium-A	Water	3
S_07404	Day_078	Medium-A	Water	4
S_07405	Day_078	Medium-A	Soil	1
S_07406	Day_078	Medium-A	Soil	2
S_07407	Day_078	Medium-A	Soil	3
S_07408	Day_078	Medium-A	Soil	4
S_07417	Day_078	Medium-A	Water	5
S_07418	Day_078	Medium-A	Water	6
S_07419	Day_078	Medium-A	Water	7
S_07420	Day_078	Medium-A	Water	8
S_07421	Day_078	Medium-A	Soil	5
S_07422	Day_078	Medium-A	Soil	6
S_07423	Day_078	Medium-A	Soil	7
S_07424	Day_078	Medium-A	Soil	8
S_07433	Day_078	Medium-B	Water	1
S_07434	Day_078	Medium-B	Water	2
S_07435	Day_078	Medium-B	Water	3
S_07436	Day_078	Medium-B	Water	4
S_07437	Day_078	Medium-B	Soil	1
S_07438	Day_078	Medium-B	Soil	2
S_07439	Day_078	Medium-B	Soil	3
S_07440	Day_078	Medium-B	Soil	4
S_07449	Day_078	Medium-B	Water	5
S_07450	Day_078	Medium-B	Water	6
S_07451	Day_078	Medium-B	Water	7
S_07452	Day_078	Medium-B	Water	8
S_07453	Day_078	Medium-B	Soil	5
S_07454	Day_078	Medium-B	Soil	6
S_07455	Day_078	Medium-B	Soil	7
S_07456	Day_078	Medium-B	Soil	8
S_07465	Day_078	Medium-C	Water	1
S_07466	Day_078	Medium-C	Water	2
S_07467	Day_078	Medium-C	Water	3
S_07468	Day_078	Medium-C	Water	4
S_07469	Day_078	Medium-C	Soil	1
S_07470	Day_078	Medium-C	Soil	2
S_07471	Day_078	Medium-C	Soil	3
S_07472	Day_078	Medium-C	Soil	4
S_07481	Day_078	Medium-C	Water	5
S_07482	Day_078	Medium-C	Water	6
S_07483	Day_078	Medium-C	Water	7
S_07484	Day_078	Medium-C	Water	8
S_07485	Day_078	Medium-C	Soil	5
S_07486	Day_078	Medium-C	Soil	6
S_07487	Day_078	Medium-C	Soil	7
S_07488	Day_078	Medium-C	Soil	8
S_07497	Day_079	Medium-A	Water	1
S_07498	Day_079	Medium-A	Water	2
S_07499	Day_079	Medium-A	Water	3
S_07500	Day_079	Medium-A	Water	4
S_07501	Day_079	Medium-A	Soil	1
S_07502	Day_079	Medium-A	Soil	2
S_07503	Day_079	Medium-A	Soil	3
S_07504	Day_079	Medium-A	Soil	4
S_07513	Day_079	Medium-A	Water	5
S_07514	Day_079	Medium-A	Water	6
S_07515	Day_079	Medium-A	Water	7
S_07516	Day_079	Medium-A	Water	8
S_07517	Day_079	Medium-A	Soil	5
S_07518	Day_079	Medium-A	Soil	6
S_07519	Day_079	Medium-A	Soil	7
S_07520	Day_079	Medium-A	Soil	8
S_07529	Day_079	Medium-B	Water	1
S_07530	Day_079	Medium-B	Water	2
S_07531	Day_079	Medium-B	Water	3
S_07532	Day_079	Medium-B	Water	4
S_07533	Day_079	Medium-B	Soil	1
S_07534	Day_079	Medium-B	Soil	2
S_07535	Day_079	Medium-B	Soil	3
S_07536	Day_079	Medium-B	Soil	4
S_07545	Day_079	Medium-B	Water	5
S_07546	Day_079	Medium-B	Water	6
S_07547	Day_079	Medium-B	Water	7
S_07548	Day_079	Medium-B	Water	8
S_07549	Day_079	Medium-B	Soil	5
S_07550	Day_079	Medium-B	Soil	6
S_07551	Day_079	Medium-B	Soil	7
S_07552	Day_079	Medium-B	Soil	8
S_07561	Day_079	Medium-C	Water	1
S_07562	Day_079	Medium-C	Water	2
S_07563	Day_079	Medium-C	Water	3
S_07564	Day_079	Medium-C	Water	4
S_07565	Day_079	Medium-C	Soil	1
S_07566	Day_079	Medium-C	Soil	2
S_07567	Day_079	Medium-C	Soil	3
S_07568	Day_079	Medium-C	Soil	4
S_07577	Day_079	Medium-C	Water	5
S_07578	Day_079	Medium-C	Water	6
S_07579	Day_079	Medium-C	Water	7
S_07580	Day_079	Medium-C	Water	8
S_07581	Day_079	Medium-C	Soil	5
S_07582	Day_079	Medium-C	Soil	6
S_07583	Day_079	Medium-C	Soil	7
S_07584	Day_079	Medium-C	Soil	8
S_07593	Day_080	Medium-A	Water	1
S_07594	Day_080	Medium-A	Water	2
S_07595	Day_080	Medium-A	Water	3
S_07596	Day_080	Medium-A	Water	4
S_07597	Day_080	Medium-A	Soil	1
S_07598	Day_080	Medium-A	Soil	2
S_07599	Day_080	Medium-A	Soil	3
S_07600	Day_080	Medium-A	Soil	4
S_07609	Day_080	Medium-A	Water	5
S_07610	Day_080	Medium-A	Water	6
S_07611	Day_080	Medium-A	Water	7
S_07612	Day_080	Medium-A	Water	8
S_07613	Day_080	Medium-A	Soil	5
S_07614	Day_080	Medium-A	Soil	6
S_07615	Day_080	Medium-A	Soil	7
S_07616	Day_080	Medium-A	Soil	8
S_07625	Day_080	Medium-B	Water	1
S_07626	Day_080	Medium-B	Water	2
S_07627	Day_080	Medium-B	Water	3
S_07628	Day_080	Medium-B	Water	4
S_07629	Day_080	Medium-B	Soil	1
S_07630	Day_080	Medium-B	Soil	2
S_07631	Day_080	Medium-B	Soil	3
S_07632	Day_080	Medium-B	Soil	4
S_07641	Day_080	Medium-B	Water	5
S_07642	Day_080	Medium-B	Water	6
S_07643	Day_080	Medium-B	Water	7
S_07644	Day_080	Medium-B	Water	8
S_07645	Day_080	Medium-B	Soil	5
S_07646	Day_080	Medium-B	Soil	6
S_07647	Day_080	Medium-B	Soil	7
S_07648	Day_080	Medium-B	Soil	8
S_07657	Day_080	Medium-C	Water	1
S_07658	Day_080	Medium-C	Water	2
S_07659	Day_080	Medium-C	Water	3
S_07660	Day_080	Medium-C	Water	4
S_07661	Day_080	Medium-C	Soil	1
S_07662	Day_080	Medium-C	Soil	2
S_07663	Day_080	Medium-C	Soil	3
S_07664	Day_080	Medium-C	Soil	4
S_07673	Day_080	Medium-C	Water	5
S_07674	Day_080	Medium-C	Water	6
S_07675	Day_080	Medium-C	Water	7
S_07676	Day_080	Medium-C	Water	8
S_07677	Day_080	Medium-C	Soil	5
S_07678	Day_080	Medium-C	Soil	6
S_07679	Day_080	Medium-C	Soil	7
S_07680	Day_080	Medium-C	Soil	8
S_07689	Day_081	Medium-A	Water	1
S_07690	Day_081	Medium-A	Water	2
S_07691	Day_081	Medium-A	Water	3
S_07692	Day_081	Medium-A	Water	4
S_07693	Day_081	Medium-A	Soil	1
S_07694	Day_081	Medium-A	Soil	2
S_07695	Day_081	Medium-A	Soil	3
S_07696	Day_081	Medium-A	Soil	4
S_07705	Day_081	Medium-A	Water	5
S_07706	Day_081	Medium-A	Water	6
S_07707	Day_081	Medium-A	Water	7
S_07708	Day_081	Medium-A	Water	8
S_07709	Day_081	Medium-A	Soil	5
S_07710	Day_081	Medium-A	Soil	6
S_07711	Day_081	Medium-A	Soil	7
S_07712	Day_081	Medium-A	Soil	8
S_07721	Day_081	Medium-B	Water	1
S_07722	Day_081	Medium-B	Water	2
S_07723	Day_081	Medium-B	Water	3
S_07724	Day_081	Medium-B	Water	4
S_07725	Day_081	Medium-B	Soil	1
S_07726	Day_081	Medium-B	Soil	2
S_07727	Day_081	Medium-B	Soil	3
S_07728	Day_081	Medium-B	Soil	4
S_07737	Day_081	Medium-B	Water	5
S_07738	Day_081	Medium-B	Water	6
S_07739	Day_081	Medium-B	Water	7
S_07740	Day_081	Medium-B	Water	8
S_07741	Day_081	Medium-B	Soil	5
S_07742	Day_081	Medium-B	Soil	6
S_07743	Day_081	Medium-B	Soil	7
S_07744	Day_081	Medium-B	Soil	8
S_07753	Day_081	Medium-C	Water	1
S_07754	Day_081	Medium-C	Water	2
S_07755	Day_081	Medium-C	Water	3
S_07756	Day_081	Medium-C	Water	4
S_07757	Day_081	Medium-C	Soil	1
S_07758	Day_081	Medium-C	Soil	2
S_07759	Day_081	Medium-C	Soil	3
S_07760	Day_081	Medium-C	Soil	4
S_07769	Day_081	Medium-C	Water	5
S_07770	Day_081	Medium-C	Water	6
S_07771	Day_081	Medium-C	Water	7
S_07772	Day_081	Medium-C	Water	8
S_07773	Day_081	Medium-C	Soil	5
S_07774	Day_081	Medium-C	Soil	6
S_07775	Day_081	Medium-C	Soil	7
S_07776	Day_081	Medium-C	Soil	8
S_07785	Day_082	Medium-A	Water	1
S_07786	Day_082	Medium-A	Water	2
S_07787	Day_082	Medium-A	Water	3
S_07788	Day_082	Medium-A	Water	4
S_07789	Day_082	Medium-A	Soil	1
S_07790	Day_082	Medium-A	Soil	2
S_07791	Day_082	Medium-A	Soil	3
S_07792	Day_082	Medium-A	Soil	4
